"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG","TMAX","TMIN","TOBS"
"US1MDMG0109","SILVER SPRING 2.1 NNE, MD US","39.039861","-77.004083","103.3","2023-02-10",,,,
"US1MDMG0109","SILVER SPRING 2.1 NNE, MD US","39.039861","-77.004083","103.3","2023-02-11",,,,
"US1MDMG0109","SILVER SPRING 2.1 NNE, MD US","39.039861","-77.004083","103.3","2023-02-12",,,,
"US1MDMG0109","SILVER SPRING 2.1 NNE, MD US","39.039861","-77.004083","103.3","2023-02-13",,,,
"US1MDMG0109","SILVER SPRING 2.1 NNE, MD US","39.039861","-77.004083","103.3","2023-02-14",,,,
"US1MDMG0109","SILVER SPRING 2.1 NNE, MD US","39.039861","-77.004083","103.3","2023-02-15",,,,
"US1MDMG0109","SILVER SPRING 2.1 NNE, MD US","39.039861","-77.004083","103.3","2023-02-17",,,,
"US1MDMG0109","SILVER SPRING 2.1 NNE, MD US","39.039861","-77.004083","103.3","2023-02-18",,,,
"US1MDMG0109","SILVER SPRING 2.1 NNE, MD US","39.039861","-77.004083","103.3","2023-02-19",,,,
"US1MDMG0109","SILVER SPRING 2.1 NNE, MD US","39.039861","-77.004083","103.3","2023-02-20",,,,
"US1MDMG0109","SILVER SPRING 2.1 NNE, MD US","39.039861","-77.004083","103.3","2023-02-21",,,,
"US1MDMG0109","SILVER SPRING 2.1 NNE, MD US","39.039861","-77.004083","103.3","2023-02-22",,,,
"US1MDMG0109","SILVER SPRING 2.1 NNE, MD US","39.039861","-77.004083","103.3","2023-02-23",,,,
"US1MDCH0041","BRYANTOWN 1.9 NE, MD US","38.5772","-76.8197","43.9","2023-01-01",,,,
"US1MDCH0041","BRYANTOWN 1.9 NE, MD US","38.5772","-76.8197","43.9","2023-01-05",,,,
"US1MDCH0041","BRYANTOWN 1.9 NE, MD US","38.5772","-76.8197","43.9","2023-01-09",,,,
"US1MDCH0041","BRYANTOWN 1.9 NE, MD US","38.5772","-76.8197","43.9","2023-01-12",,,,
"US1MDCH0041","BRYANTOWN 1.9 NE, MD US","38.5772","-76.8197","43.9","2023-01-13",,,,
"US1MDCH0041","BRYANTOWN 1.9 NE, MD US","38.5772","-76.8197","43.9","2023-01-14",,,,
"US1MDCH0041","BRYANTOWN 1.9 NE, MD US","38.5772","-76.8197","43.9","2023-01-18",,,,
"US1MDCH0041","BRYANTOWN 1.9 NE, MD US","38.5772","-76.8197","43.9","2023-01-19",,,,
"US1MDCH0041","BRYANTOWN 1.9 NE, MD US","38.5772","-76.8197","43.9","2023-01-20",,,,
"US1MDCH0041","BRYANTOWN 1.9 NE, MD US","38.5772","-76.8197","43.9","2023-01-23",,,,
"US1MDCH0041","BRYANTOWN 1.9 NE, MD US","38.5772","-76.8197","43.9","2023-01-24",,,,
"US1MDCH0041","BRYANTOWN 1.9 NE, MD US","38.5772","-76.8197","43.9","2023-01-26",,,,
"US1MDCH0041","BRYANTOWN 1.9 NE, MD US","38.5772","-76.8197","43.9","2023-01-30",,,,
"US1MDCH0041","BRYANTOWN 1.9 NE, MD US","38.5772","-76.8197","43.9","2023-02-01",,,,
"US1MDCH0041","BRYANTOWN 1.9 NE, MD US","38.5772","-76.8197","43.9","2023-02-12",,,,
"US1MDCH0041","BRYANTOWN 1.9 NE, MD US","38.5772","-76.8197","43.9","2023-02-13",,,,
"US1MDCH0041","BRYANTOWN 1.9 NE, MD US","38.5772","-76.8197","43.9","2023-02-16",,,,
"US1MDCH0041","BRYANTOWN 1.9 NE, MD US","38.5772","-76.8197","43.9","2023-02-17",,,,
"US1MDCH0041","BRYANTOWN 1.9 NE, MD US","38.5772","-76.8197","43.9","2023-02-18",,,,
"US1MDCH0041","BRYANTOWN 1.9 NE, MD US","38.5772","-76.8197","43.9","2023-02-21",,,,
"US1MDCH0041","BRYANTOWN 1.9 NE, MD US","38.5772","-76.8197","43.9","2023-02-23",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-01-01",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-01-02",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-01-03",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-01-04",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-01-05",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-01-06",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-01-07",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-01-08",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-01-09",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-01-10",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-01-11",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-01-12",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-01-13",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-01-14",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-01-15",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-01-16",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-01-17",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-01-18",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-01-19",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-01-20",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-01-21",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-01-22",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-01-23",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-01-24",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-01-25",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-01-26",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-01-27",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-01-28",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-01-29",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-01-30",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-01-31",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-02-01",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-02-02",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-02-03",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-02-04",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-02-05",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-02-06",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-02-07",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-02-08",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-02-09",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-02-10",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-02-11",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-02-12",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-02-13",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-02-14",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-02-15",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-02-16",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-02-17",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-02-18",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-02-19",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-02-20",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-02-21",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-02-22",,,,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.080732","-77.008126","125.0","2023-02-23",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-01-01",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-01-02",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-01-03",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-01-04",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-01-05",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-01-06",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-01-07",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-01-08",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-01-09",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-01-10",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-01-11",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-01-12",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-01-13",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-01-14",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-01-15",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-01-16",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-01-17",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-01-18",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-01-19",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-01-20",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-01-21",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-01-22",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-01-23",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-01-24",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-01-25",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-01-26",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-01-27",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-01-28",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-01-29",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-01-30",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-01-31",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-02-01",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-02-02",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-02-03",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-02-04",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-02-05",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-02-06",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-02-08",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-02-17",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-02-18",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-02-19",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-02-20",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-02-21",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-02-22",,,,
"US1MDAA0043","DEALE 0.9 SE, MD US","38.783953","-76.536154","2.1","2023-02-23",,,,
"US1MDCH0042","WALDORF 2.4 SSE, MD US","38.608272","-76.893064","57.9","2023-01-03",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-01-01",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-01-02",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-01-03",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-01-04",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-01-05",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-01-06",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-01-07",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-01-08",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-01-09",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-01-10",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-01-11",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-01-12",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-01-13",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-01-14",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-01-15",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-01-16",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-01-18",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-01-19",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-01-20",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-01-21",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-01-22",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-01-23",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-01-24",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-01-25",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-01-26",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-01-27",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-01-28",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-01-29",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-01-30",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-01-31",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-02-01",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-02-02",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-02-03",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-02-04",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-02-05",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-02-06",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-02-07",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-02-08",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-02-09",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-02-10",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-02-11",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-02-12",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-02-13",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-02-14",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-02-15",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-02-16",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-02-17",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-02-18",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-02-19",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-02-20",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-02-21",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-02-22",,,,
"US1MDCV0021","NORTH BEACH 1.8 WNW, MD US","38.715468","-76.56774",,"2023-02-23",,,,
"US1VAFX0064","FALLS CHURCH 1.6 W, VA US","38.8875","-77.2041","141.4","2023-01-01",,,,
"US1VAFX0064","FALLS CHURCH 1.6 W, VA US","38.8875","-77.2041","141.4","2023-01-02",,,,
"US1VAFX0064","FALLS CHURCH 1.6 W, VA US","38.8875","-77.2041","141.4","2023-01-03",,,,
"US1VAFX0064","FALLS CHURCH 1.6 W, VA US","38.8875","-77.2041","141.4","2023-01-04",,,,
"US1VAFX0064","FALLS CHURCH 1.6 W, VA US","38.8875","-77.2041","141.4","2023-01-05",,,,
"US1VAFX0064","FALLS CHURCH 1.6 W, VA US","38.8875","-77.2041","141.4","2023-01-06",,,,
"US1VAFX0064","FALLS CHURCH 1.6 W, VA US","38.8875","-77.2041","141.4","2023-01-07",,,,
"US1VAFX0064","FALLS CHURCH 1.6 W, VA US","38.8875","-77.2041","141.4","2023-01-08",,,,
"US1VAFX0064","FALLS CHURCH 1.6 W, VA US","38.8875","-77.2041","141.4","2023-01-09",,,,
"US1VAFX0064","FALLS CHURCH 1.6 W, VA US","38.8875","-77.2041","141.4","2023-01-10",,,,
"US1VAFX0064","FALLS CHURCH 1.6 W, VA US","38.8875","-77.2041","141.4","2023-01-11",,,,
"US1VAFX0064","FALLS CHURCH 1.6 W, VA US","38.8875","-77.2041","141.4","2023-01-12",,,,
"US1VAFX0064","FALLS CHURCH 1.6 W, VA US","38.8875","-77.2041","141.4","2023-01-13",,,,
"US1VAFX0064","FALLS CHURCH 1.6 W, VA US","38.8875","-77.2041","141.4","2023-01-14",,,,
"US1VAFX0064","FALLS CHURCH 1.6 W, VA US","38.8875","-77.2041","141.4","2023-01-15",,,,
"US1VAFX0064","FALLS CHURCH 1.6 W, VA US","38.8875","-77.2041","141.4","2023-01-16",,,,
"US1VAFX0064","FALLS CHURCH 1.6 W, VA US","38.8875","-77.2041","141.4","2023-01-17",,,,
"US1VAFX0064","FALLS CHURCH 1.6 W, VA US","38.8875","-77.2041","141.4","2023-01-18",,,,
"US1VAFX0064","FALLS CHURCH 1.6 W, VA US","38.8875","-77.2041","141.4","2023-01-19",,,,
"US1VAFX0064","FALLS CHURCH 1.6 W, VA US","38.8875","-77.2041","141.4","2023-01-20",,,,
"US1VAFX0064","FALLS CHURCH 1.6 W, VA US","38.8875","-77.2041","141.4","2023-01-21",,,,
"US1VAFX0064","FALLS CHURCH 1.6 W, VA US","38.8875","-77.2041","141.4","2023-01-22",,,,
"US1VAFX0064","FALLS CHURCH 1.6 W, VA US","38.8875","-77.2041","141.4","2023-01-23",,,,
"US1VAFX0064","FALLS CHURCH 1.6 W, VA US","38.8875","-77.2041","141.4","2023-01-24",,,,
"US1VAFX0064","FALLS CHURCH 1.6 W, VA US","38.8875","-77.2041","141.4","2023-01-25",,,,
"US1VAFX0064","FALLS CHURCH 1.6 W, VA US","38.8875","-77.2041","141.4","2023-01-26",,,,
"US1VAFX0064","FALLS CHURCH 1.6 W, VA US","38.8875","-77.2041","141.4","2023-01-27",,,,
