name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"kyoto, japan",2023-03-15,55.8,39.3,47.2,0,0,36,33.3,60.9,0.071,0,0,,,,28.6,9.4,202.8,1018.8,11.3,8.5,,,,,2023-03-15T06:08:39,2023-03-15T18:04:02,0.75,Clear,,clear-day,
"kyoto, japan",2023-03-16,57.5,38.6,47.7,0,0,37.5,34.2,62.2,0.185,0,0,,,,31.8,9.8,202,1017.3,11.7,8.1,,,,,2023-03-16T06:07:15,2023-03-16T18:04:51,0.8,Clear,,clear-day,
"kyoto, japan",2023-03-17,58.9,40.9,49.2,0,0,37.8,35.3,61.9,0.047,0,0,,,,,9.8,189,1018.4,11.7,8.6,,,,,2023-03-17T06:05:52,2023-03-17T18:05:41,0.84,Clear,,clear-day,
"kyoto, japan",2023-03-18,60.3,41.4,50.3,0,0,38.9,36.4,62.3,0.181,0,0,,,,23,9.4,189.3,1017.4,11.9,8.3,,,,,2023-03-18T06:04:28,2023-03-18T18:06:30,0.87,Clear,,clear-day,
"kyoto, japan",2023-03-19,59.8,43.1,51,0,0,37.7,36.8,61.1,0.236,0,0,,,,25.3,10.3,189.9,1016.1,11.6,8.9,,,,,2023-03-19T06:03:04,2023-03-19T18:07:19,0.91,Clear,,clear-day,
"kyoto, japan",2023-03-20,58.6,41.8,50.4,0,0,39.1,35.3,59.2,0.146,0,0,,,,21.5,11.2,224.7,1015.6,12.6,8.9,,,,,2023-03-20T06:01:40,2023-03-20T18:08:08,0.94,Clear,,clear-day,
"kyoto, japan",2023-03-21,59.1,41.1,49.7,0,0,39.1,33.9,58,0.181,0,0,,,,31.1,10.3,199.1,1015.7,9.3,9,,,,,2023-03-21T06:00:16,2023-03-21T18:08:57,0.98,Clear,,clear-day,
"kyoto, japan",2023-03-22,59.4,41.6,49.9,0,0,38.9,35.3,59.7,0.15,0,0,,,,27.1,11,202.5,1015.1,12.5,8.5,,,,,2023-03-22T05:58:52,2023-03-22T18:09:45,0,Clear,,clear-day,
"kyoto, japan",2023-03-23,57.1,41.4,49.2,0,0,38.6,33.9,58.7,0.118,0,0,,,,,9.8,211.1,1015.9,13.8,8.3,,,,,2023-03-23T05:57:28,2023-03-23T18:10:34,0.05,Clear,,clear-day,
"kyoto, japan",2023-03-24,56.7,40.9,48.5,0,0,39.3,33.2,58.1,0.173,0,0,,,,30.6,10.7,217.4,1016.2,13.7,8.7,,,,,2023-03-24T05:56:03,2023-03-24T18:11:22,0.08,Clear,,clear-day,
"kyoto, japan",2023-03-25,56.7,40.7,48.5,0,0,37.1,33.7,59.6,0.154,0,0,,,,25.7,10.1,209.9,1016.4,12.1,9.1,,,,,2023-03-25T05:54:39,2023-03-25T18:12:11,0.11,Clear,,clear-day,
"kyoto, japan",2023-03-26,58.4,40.5,49,0,0,38.2,33.7,58.7,0.118,0,0,,,,27.1,10.5,205.9,1018,11.3,9.2,,,,,2023-03-26T05:53:15,2023-03-26T18:12:59,0.14,Clear,,clear-day,
"kyoto, japan",2023-03-27,60.5,40.9,50.6,0,0,37.3,35,58.8,0.126,0,0,,,,26.6,10.3,190.8,1018,11.6,8.6,,,,,2023-03-27T05:51:50,2023-03-27T18:13:47,0.17,Clear,,clear-day,
"kyoto, japan",2023-03-28,62,43.2,52.1,0,0,41.1,36.4,59,0.087,0,0,,,,17.9,10.3,187.2,1016.5,11.3,8.7,,,,,2023-03-28T05:50:26,2023-03-28T18:14:35,0.21,Clear,,clear-day,
"kyoto, japan",2023-03-29,60,43.4,51.5,0,0,40,36.6,59.4,0.059,0,0,,,,31.1,10.5,210.2,1016.5,12.1,8.5,,,,,2023-03-29T05:49:02,2023-03-29T18:15:23,0.25,Clear,,clear-day,
"kyoto, japan",2023-03-30,60.2,44,51.3,0,0,40.4,36.6,59.4,0.169,0,0,,,,25.5,10.5,199.6,1016.2,12.2,9.4,,,,,2023-03-30T05:47:38,2023-03-30T18:16:11,0.27,Clear,,clear-day,
"kyoto, japan",2023-03-31,60.7,42.3,51.3,0,0,40,36.9,60.3,0.106,0,0,,,,32.9,10.7,212.4,1016.1,11.2,8.8,,,,,2023-03-31T05:46:14,2023-03-31T18:16:59,0.3,Clear,,clear-day,
"kyoto, japan",2023-04-01,61.1,44.3,52.4,0,0,37.8,37.5,60.6,0.15,0,0,,,,36.9,10.1,184.3,1016.4,9.9,8.8,,,,,2023-04-01T05:44:51,2023-04-01T18:17:47,0.34,Clear,,clear-day,
"kyoto, japan",2023-04-02,63.8,44.9,54.1,0,0,40.2,39.1,59.9,0.118,0,0,,,,33.3,10.3,182.3,1015.8,12.3,8.7,,,,,2023-04-02T05:43:27,2023-04-02T18:18:34,0.37,Clear,,clear-day,
"kyoto, japan",2023-04-03,63.2,45.9,54.1,0,0,79.2,38.4,58,0.122,0,0,,,,36.9,11.9,196.2,1015.1,12.4,8.9,,,,,2023-04-03T05:42:04,2023-04-03T18:19:22,0.4,Clear,,clear-day,
"kyoto, japan",2023-04-04,62.5,44,52.8,0,0,40.4,37.1,58.4,0.146,0,0,,,,27.1,11.2,195.7,1016.2,11.2,9.3,,,,,2023-04-04T05:40:42,2023-04-04T18:20:10,0.43,Clear,,clear-day,
"kyoto, japan",2023-04-05,63.1,44.9,53.7,0,0,41.1,36.9,57.2,0.205,0,0,,,,26.4,10.5,207.9,1016.4,10.8,9.5,,,,,2023-04-05T05:39:19,2023-04-05T18:20:58,0.47,Clear,,clear-day,
"kyoto, japan",2023-04-06,65.4,45,55.3,0,0,41.4,37.3,55.2,0.142,0,0,,,,31.1,9.8,184.2,1016.2,10.4,9.2,,,,,2023-04-06T05:37:57,2023-04-06T18:21:46,0.5,Clear,,clear-day,
"kyoto, japan",2023-04-07,64.8,46.7,55.3,0,0,40.7,40.4,60.8,0.291,0,0,,,,27.7,10.7,186.6,1014.6,13.2,8.8,,,,,2023-04-07T05:36:35,2023-04-07T18:22:34,0.53,Clear,,clear-day,
"kyoto, japan",2023-04-08,65.2,47.2,56,0,0,41.8,39.8,58.1,0.142,0,0,,,,26.4,10.3,203.9,1015.7,12.2,8.3,,,,,2023-04-08T05:35:14,2023-04-08T18:23:21,0.57,Clear,,clear-day,
"kyoto, japan",2023-04-09,66.6,46.7,56.6,0,0,43.2,39.1,55.2,0.051,0,0,,,,27.3,10.3,184.3,1017.7,13.2,8.3,,,,,2023-04-09T05:33:53,2023-04-09T18:24:09,0.6,Clear,,clear-day,
"kyoto, japan",2023-04-10,66.1,48.3,57.1,0,0,42.3,40.4,57.4,0.217,0,0,,,,29.3,9.8,162,1016.7,17,8.1,,,,,2023-04-10T05:32:32,2023-04-10T18:24:57,0.64,Clear,,clear-day,
"kyoto, japan",2023-04-11,63.4,49.2,55.8,0,0,79.2,41.1,60.7,0.217,0,0,,,,31.3,11.6,205.6,1014.3,17.5,8.7,,,,,2023-04-11T05:31:12,2023-04-11T18:25:45,0.68,Clear,,clear-day,
"kyoto, japan",2023-04-12,65,48.3,56.6,0,0,41.8,40.2,58.7,0.197,0,0,,,,24.2,10.3,186.9,1013.1,17,8.8,,,,,2023-04-12T05:29:53,2023-04-12T18:26:33,0.71,Clear,,clear-day,
"kyoto, japan",2023-04-13,66.5,48.5,56.9,0,0,42.9,40.9,58.4,0.102,0,0,,,,26.8,11,175.5,1013.4,15.3,8.3,,,,,2023-04-13T05:28:34,2023-04-13T18:27:21,0.75,Clear,,clear-day,
"kyoto, japan",2023-04-14,66.5,49,57.3,0,0,44,41.8,59.9,0.154,0,0,,,,29.5,11,202.4,1014.1,14.6,8.3,,,,,2023-04-14T05:27:15,2023-04-14T18:28:10,0.78,Clear,,clear-day,
"kyoto, japan",2023-04-15,66.3,48.6,57.3,0,0,44.5,40.5,57.5,0.134,0,0,,,,30,10.3,197.5,1014.5,14.1,8.6,,,,,2023-04-15T05:25:58,2023-04-15T18:28:58,0.82,Clear,,clear-day,
"kyoto, japan",2023-04-16,68.6,49,58.7,0,0,44.3,41.1,55.2,0.083,0,0,,,,28.9,9.8,183.2,1015.4,14.6,8.6,,,,,2023-04-16T05:24:41,2023-04-16T18:29:46,0.86,Clear,,clear-day,
"kyoto, japan",2023-04-17,69.5,50.3,59.3,0,0,78.9,43.2,58.7,0.287,0,0,,,,27.1,10.3,171,1015.3,12.5,8.5,,,,,2023-04-17T05:23:24,2023-04-17T18:30:34,0.89,Clear,,clear-day,
"kyoto, japan",2023-04-18,70.4,50.6,60.3,0,0,81.4,43.2,57.4,0.244,0,0,,,,27.7,9.8,184.2,1014.4,14.2,8.2,,,,,2023-04-18T05:22:08,2023-04-18T18:31:23,0.93,Clear,,clear-day,
"kyoto, japan",2023-04-19,70.1,52.1,60.3,0,0,80,42.9,55.8,0.157,0,0,,,,27.1,11,204.2,1015.4,14.8,9,,,,,2023-04-19T05:20:53,2023-04-19T18:32:11,0.96,Clear,,clear-day,
"kyoto, japan",2023-04-20,67.2,52.2,59.6,0,0,79.6,46.1,64.5,0.197,0,0,,,,25.3,10.1,168.9,1015.2,17.6,8.6,,,,,2023-04-20T05:19:39,2023-04-20T18:33:00,0,Clear,,clear-day,
"kyoto, japan",2023-04-21,67.4,52.8,59.6,0,0,81.4,45.4,62.5,0.181,0,0,,,,24.8,11.4,193,1013.5,16.2,9.1,,,,,2023-04-21T05:18:25,2023-04-21T18:33:48,0.03,Clear,,clear-day,
"kyoto, japan",2023-04-22,68.8,52.1,60.3,0,0,81.2,44,57.9,0.142,0,0,,,,24.6,11.2,214,1013.4,13.1,9,,,,,2023-04-22T05:17:12,2023-04-22T18:34:37,0.06,Clear,,clear-day,
"kyoto, japan",2023-04-23,69.3,51,60.2,0,0,43.2,43.2,56.9,0.102,0,0,,,,20.8,10.5,189.6,1014,13.8,9.3,,,,,2023-04-23T05:16:00,2023-04-23T18:35:26,0.09,Clear,,clear-day,
"kyoto, japan",2023-04-24,68.4,51.5,59.6,0,0,44.3,44.5,60.9,0.205,0,0,,,,25.3,8.9,177.2,1014.4,13.2,8.5,,,,,2023-04-24T05:14:49,2023-04-24T18:36:14,0.13,Clear,,clear-day,
"kyoto, japan",2023-04-25,69.2,50.8,60,0,0,44,43.6,58.8,0.276,0,0,,,,28.9,10.3,193,1013.8,14.6,8.5,,,,,2023-04-25T05:13:39,2023-04-25T18:37:03,0.16,Clear,,clear-day,
"kyoto, japan",2023-04-26,69.3,50.6,60,0,0,80.7,43.4,57.5,0.098,0,0,,,,24.2,11,178.8,1013.4,14.2,9.1,,,,,2023-04-26T05:12:29,2023-04-26T18:37:52,0.19,Clear,,clear-day,
"kyoto, japan",2023-04-27,69.3,52.2,60.2,0,0,44,42.7,56.3,0.205,0,0,,,,28.9,10.7,206.7,1013.2,12.6,9.1,,,,,2023-04-27T05:11:21,2023-04-27T18:38:41,0.22,Clear,,clear-day,
"kyoto, japan",2023-04-28,70.4,51,60.5,0,0,81.4,41.8,54,0.075,0,0,,,,17.2,9.6,190.3,1014.9,12.1,9.2,,,,,2023-04-28T05:10:14,2023-04-28T18:39:29,0.25,Clear,,clear-day,
"kyoto, japan",2023-04-29,72.1,51.9,61.8,0,0,80.5,44,55.6,0.134,0,0,,,,41.4,11,151.5,1015.9,11,8.7,,,,,2023-04-29T05:09:07,2023-04-29T18:40:18,0.29,Clear,,clear-day,
"kyoto, japan",2023-04-30,74.6,53.5,63.9,0,0,81.2,47.2,58.2,0.189,0,0,,,,24.6,10.3,161.5,1014.2,11.7,8.9,,,,,2023-04-30T05:08:02,2023-04-30T18:41:07,0.32,Clear,,clear-day,
